user_id, request_date
  s_1000580110072775 , 2017-06-11 04:00:00
  s_1000580110072775 , 2017-06-12 04:00:00
  s_1000580110072775 , 2017-06-13 04:00:00
  s_1000580110072775 , 2017-06-14 04:00:00
  s_1000580110072775 , 2017-06-15 04:00:00
  s_1000580110072775 , 2017-06-16 04:00:00
  s_1000580110072775 , 2017-06-17 04:00:00
  s_1000580110072775 , 2017-06-18 04:00:00
  s_1000580110072775 , 2017-06-19 04:00:00
  s_1000580110072775 , 2017-06-20 04:00:00
  s_1000580110072775 , 2017-06-21 04:00:00
  s_1000580110072775 , 2017-06-22 04:00:00
  s_1000580110072775 , 2017-06-23 04:00:00
  s_1000580110072775 , 2017-06-24 04:00:00
  s_1000580110072775 , 2017-06-25 04:00:00
  s_1000580110072775 , 2017-06-26 04:00:00
  s_1000580110072775 , 2017-06-28 04:00:00
  s_1000580110072775 , 2017-06-30 04:00:00
  s_1000580110072775 , 2017-07-02 04:00:00
  s_1000580110072775 , 2017-07-03 04:00:00
  s_1000580110072775 , 2017-07-04 04:00:00
  s_1000580110072775 , 2017-07-05 04:00:00
  s_1000580110072775 , 2017-07-06 04:00:00
  s_1000580110072775 , 2017-07-07 04:00:00
  s_1000580110072775 , 2017-07-08 04:00:00
  s_1000580110072775 , 2017-07-09 04:00:00
  s_1000580110072775 , 2017-07-11 04:00:00
  s_1000580110072775 , 2017-07-12 04:00:00
  s_1000580110072775 , 2017-07-13 04:00:00
  s_1000580110072775 , 2017-07-14 04:00:00
  s_1000580110072775 , 2017-07-15 04:00:00
  s_1000580110072775 , 2017-07-16 04:00:00
  s_1000635090073921 , 2017-06-12 04:00:00
  s_1000635090073921 , 2017-07-07 04:00:00
  s_1000722696730029 , 2017-06-08 04:00:00
  s_1000726500061828 , 2017-06-06 04:00:00
  s_1000726500061828 , 2017-06-07 04:00:00
  s_1000726500061828 , 2017-06-08 04:00:00
  s_1000726500061828 , 2017-06-09 04:00:00
  s_1000726500061828 , 2017-06-10 04:00:00
  s_1000726500061828 , 2017-06-11 04:00:00
  s_1000726500061828 , 2017-06-12 04:00:00
  s_1000726500061828 , 2017-06-13 04:00:00
  s_1000726500061828 , 2017-06-14 04:00:00
  s_1000726500061828 , 2017-06-15 04:00:00
  s_1000726500061828 , 2017-06-16 04:00:00
  s_1000726500061828 , 2017-06-17 04:00:00
  s_1000726500061828 , 2017-06-18 04:00:00
  s_1000726500061828 , 2017-06-19 04:00:00
  s_1000726500061828 , 2017-06-21 04:00:00
  s_1000726500061828 , 2017-06-23 04:00:00
  s_1000726500061828 , 2017-06-24 04:00:00
  s_1000726500061828 , 2017-06-25 04:00:00
  s_1000726500061828 , 2017-06-26 04:00:00
  s_1000726500061828 , 2017-06-27 04:00:00
  s_1000726500061828 , 2017-06-29 04:00:00
  s_1000726500061828 , 2017-06-30 04:00:00
  s_1000726500061828 , 2017-07-01 04:00:00
  s_1000726500061828 , 2017-07-02 04:00:00
  s_1000726500061828 , 2017-07-03 04:00:00
  s_1000726500061828 , 2017-07-04 04:00:00
  s_1000726500061828 , 2017-07-05 04:00:00
  s_1000726500061828 , 2017-07-07 04:00:00
  s_1000726500061828 , 2017-07-08 04:00:00
  s_1000726500061828 , 2017-07-09 04:00:00
  s_1000726500061828 , 2017-07-10 04:00:00
  s_1000726500061828 , 2017-07-11 04:00:00
  s_1000726500061828 , 2017-07-12 04:00:00
  s_1000726500061828 , 2017-07-13 04:00:00
  s_1000726500061828 , 2017-07-14 04:00:00
  s_1000726500061828 , 2017-07-15 04:00:00
  s_1000726500061828 , 2017-07-16 04:00:00
  s_1000726500061828 , 2017-07-17 04:00:00
  s_1000771820055457 , 2017-06-06 04:00:00
  s_1000771820055457 , 2017-06-17 04:00:00
  s_1000771820055457 , 2017-06-22 04:00:00
  s_1000771820055457 , 2017-06-23 04:00:00
  s_1000771820055457 , 2017-06-26 04:00:00
  s_1000771820055457 , 2017-06-28 04:00:00
  s_1000771820055457 , 2017-07-04 04:00:00
  s_1000771820055457 , 2017-07-06 04:00:00
  s_1000771820055457 , 2017-07-12 04:00:00
  s_1000771820055457 , 2017-07-15 04:00:00
  s_1000858409950614 , 2017-06-14 04:00:00
  s_1000886120047181 , 2017-07-04 04:00:00
  s_1000886120047181 , 2017-07-09 04:00:00
  s_1000907990041593 , 2017-06-08 04:00:00
  s_1000907990041593 , 2017-06-09 04:00:00
  s_1000907990041593 , 2017-06-14 04:00:00
  s_1000907990041593 , 2017-06-17 04:00:00
  s_1000907990041593 , 2017-06-18 04:00:00
  s_1000907990041593 , 2017-06-19 04:00:00
  s_1000907990041593 , 2017-06-24 04:00:00
  s_1000907990041593 , 2017-07-08 04:00:00
  s_1000907990041593 , 2017-07-09 04:00:00
  s_1000907990041593 , 2017-07-11 04:00:00
  s_1000907990041593 , 2017-07-16 04:00:00
  s_1001013530029530 , 2017-06-05 04:00:00
  s_1001013530029530 , 2017-06-06 04:00:00
  s_1001013530029530 , 2017-06-07 04:00:00
  s_1001013530029530 , 2017-06-08 04:00:00
  s_1001013530029530 , 2017-06-09 04:00:00
  s_1001013530029530 , 2017-06-10 04:00:00
  s_1001013530029530 , 2017-06-11 04:00:00
  s_1001013530029530 , 2017-06-12 04:00:00
  s_1001013530029530 , 2017-06-13 04:00:00
  s_1001013530029530 , 2017-06-14 04:00:00
  s_1001013530029530 , 2017-06-15 04:00:00
  s_1001013530029530 , 2017-06-16 04:00:00
  s_1001013530029530 , 2017-06-17 04:00:00
  s_1001013530029530 , 2017-06-18 04:00:00
  s_1001013530029530 , 2017-06-19 04:00:00
  s_1001013530029530 , 2017-06-20 04:00:00
  s_1001013530029530 , 2017-06-21 04:00:00
  s_1001013530029530 , 2017-06-22 04:00:00
  s_1001013530029530 , 2017-06-23 04:00:00
  s_1001013530029530 , 2017-06-24 04:00:00
  s_1001013530029530 , 2017-06-25 04:00:00
  s_1001013530029530 , 2017-06-26 04:00:00
  s_1001013530029530 , 2017-06-27 04:00:00
  s_1001013530029530 , 2017-06-28 04:00:00
  s_1001013530029530 , 2017-06-29 04:00:00
  s_1001013530029530 , 2017-06-30 04:00:00
  s_1001013530029530 , 2017-07-01 04:00:00
  s_1001013530029530 , 2017-07-02 04:00:00
  s_1001013530029530 , 2017-07-03 04:00:00
  s_1001013530029530 , 2017-07-04 04:00:00
  s_1001013530029530 , 2017-07-05 04:00:00
  s_1001013530029530 , 2017-07-06 04:00:00
  s_1001013530029530 , 2017-07-07 04:00:00
  s_1001013530029530 , 2017-07-08 04:00:00
  s_1001013530029530 , 2017-07-09 04:00:00
  s_1001013530029530 , 2017-07-10 04:00:00
  s_1001013530029530 , 2017-07-11 04:00:00
  s_1001013530029530 , 2017-07-12 04:00:00
  s_1001013530029530 , 2017-07-13 04:00:00
  s_1001013530029530 , 2017-07-14 04:00:00
  s_1001013530029530 , 2017-07-15 04:00:00
  s_1001013530029530 , 2017-07-16 04:00:00
  s_1001013530029530 , 2017-07-17 04:00:00
   s_100103620606353 , 2017-06-13 04:00:00
  s_1001045430027928 , 2017-06-16 04:00:00
  s_1001045430027928 , 2017-06-27 04:00:00
  s_1001045430027928 , 2017-06-29 04:00:00
  s_1001051006692929 , 2017-06-16 04:00:00
  s_1001051006692929 , 2017-06-17 04:00:00
  s_1001051006692929 , 2017-06-18 04:00:00
  s_1001051006692929 , 2017-06-19 04:00:00
  s_1001051006692929 , 2017-06-20 04:00:00
  s_1001051006692929 , 2017-06-23 04:00:00
  s_1001051006692929 , 2017-06-24 04:00:00
  s_1001051006692929 , 2017-06-25 04:00:00
  s_1001051006692929 , 2017-06-28 04:00:00
  s_1001069786694541 , 2017-06-09 04:00:00
  s_1001069786694541 , 2017-06-10 04:00:00
  s_1001069786694541 , 2017-06-11 04:00:00
  s_1001069786694541 , 2017-06-12 04:00:00
  s_1001069786694541 , 2017-06-13 04:00:00
  s_1001069786694541 , 2017-06-14 04:00:00
  s_1001095859993744 , 2017-06-11 04:00:00
  s_1001095859993744 , 2017-06-13 04:00:00
  s_1001095859993744 , 2017-06-14 04:00:00
  s_1001095859993744 , 2017-06-16 04:00:00
  s_1001095859993744 , 2017-06-17 04:00:00
  s_1001095859993744 , 2017-06-18 04:00:00
  s_1001095859993744 , 2017-06-19 04:00:00
  s_1001095859993744 , 2017-06-20 04:00:00
  s_1001095859993744 , 2017-06-21 04:00:00
  s_1001095859993744 , 2017-06-22 04:00:00
  s_1001095859993744 , 2017-06-23 04:00:00
  s_1001095859993744 , 2017-06-24 04:00:00
  s_1001095859993744 , 2017-06-25 04:00:00
  s_1001095859993744 , 2017-06-26 04:00:00
  s_1001095859993744 , 2017-06-27 04:00:00
  s_1001095859993744 , 2017-06-28 04:00:00
  s_1001095859993744 , 2017-06-29 04:00:00
  s_1001095859993744 , 2017-06-30 04:00:00
  s_1001095859993744 , 2017-07-01 04:00:00
  s_1001095859993744 , 2017-07-02 04:00:00
  s_1001095859993744 , 2017-07-03 04:00:00
  s_1001095859993744 , 2017-07-04 04:00:00
  s_1001095859993744 , 2017-07-05 04:00:00
  s_1001095859993744 , 2017-07-06 04:00:00
  s_1001095859993744 , 2017-07-07 04:00:00
  s_1001095859993744 , 2017-07-08 04:00:00
  s_1001095859993744 , 2017-07-09 04:00:00
  s_1001095859993744 , 2017-07-10 04:00:00
  s_1001095859993744 , 2017-07-13 04:00:00
  s_1001095859993744 , 2017-07-14 04:00:00
  s_1001095859993744 , 2017-07-15 04:00:00
  s_1001095859993744 , 2017-07-16 04:00:00
  s_1001095859993744 , 2017-07-17 04:00:00
   s_100109597257728 , 2017-06-29 04:00:00
  s_1001129080018254 , 2017-06-08 04:00:00
  s_1001150296656093 , 2017-06-06 04:00:00
  s_1001150296656093 , 2017-06-11 04:00:00
   s_100116013938487 , 2017-06-13 04:00:00
   s_100116013938487 , 2017-06-14 04:00:00
   s_100116013938487 , 2017-06-16 04:00:00
   s_100116013938487 , 2017-07-08 04:00:00
  s_1001224500012639 , 2017-06-11 04:00:00
  s_1001293870004835 , 2017-06-06 04:00:00
  s_1001293870004835 , 2017-06-07 04:00:00
  s_1001293870004835 , 2017-06-09 04:00:00
  s_1001293870004835 , 2017-06-10 04:00:00
  s_1001293870004835 , 2017-06-11 04:00:00
  s_1001293870004835 , 2017-06-12 04:00:00
  s_1001293870004835 , 2017-06-13 04:00:00
  s_1001293870004835 , 2017-06-14 04:00:00
  s_1001293870004835 , 2017-06-15 04:00:00
  s_1001293870004835 , 2017-06-16 04:00:00
  s_1001293870004835 , 2017-06-17 04:00:00
  s_1001293870004835 , 2017-06-18 04:00:00
  s_1001293870004835 , 2017-06-19 04:00:00
  s_1001293870004835 , 2017-06-20 04:00:00
  s_1001293870004835 , 2017-06-21 04:00:00
  s_1001293870004835 , 2017-06-22 04:00:00
  s_1001293870004835 , 2017-06-23 04:00:00
  s_1001293870004835 , 2017-06-24 04:00:00
  s_1001293870004835 , 2017-06-25 04:00:00
  s_1001293870004835 , 2017-06-26 04:00:00
  s_1001293870004835 , 2017-06-27 04:00:00
  s_1001293870004835 , 2017-06-28 04:00:00
  s_1001293870004835 , 2017-06-29 04:00:00
  s_1001293870004835 , 2017-06-30 04:00:00
  s_1001293870004835 , 2017-07-01 04:00:00
  s_1001293870004835 , 2017-07-02 04:00:00
  s_1001293870004835 , 2017-07-03 04:00:00
  s_1001293870004835 , 2017-07-04 04:00:00
  s_1001293870004835 , 2017-07-05 04:00:00
  s_1001293870004835 , 2017-07-06 04:00:00
  s_1001293870004835 , 2017-07-07 04:00:00
  s_1001293870004835 , 2017-07-08 04:00:00
  s_1001293870004835 , 2017-07-09 04:00:00
  s_1001293870004835 , 2017-07-10 04:00:00
  s_1001293870004835 , 2017-07-12 04:00:00
  s_1001293870004835 , 2017-07-13 04:00:00
  s_1001293870004835 , 2017-07-14 04:00:00
  s_1001293870004835 , 2017-07-15 04:00:00
  s_1001293870004835 , 2017-07-17 04:00:00
  s_1001376326665982 , 2017-06-12 04:00:00
  s_1001413853328956 , 2017-06-11 04:00:00
  s_1001413853328956 , 2017-06-14 04:00:00
   s_100141843934717 , 2017-06-13 04:00:00
  s_1001526266617381 , 2017-06-13 04:00:00
  s_1001526266617381 , 2017-06-16 04:00:00
  s_1001526266617381 , 2017-07-05 04:00:00
  s_1001528579982402 , 2017-06-10 04:00:00
  s_1001528579982402 , 2017-06-11 04:00:00
  s_1001528579982402 , 2017-06-12 04:00:00
  s_1001528579982402 , 2017-06-13 04:00:00
  s_1001528579982402 , 2017-06-14 04:00:00
  s_1001528579982402 , 2017-06-15 04:00:00
  s_1001528579982402 , 2017-06-30 04:00:00
  s_1001528579982402 , 2017-07-01 04:00:00
  s_1001528579982402 , 2017-07-02 04:00:00
  s_1001528579982402 , 2017-07-07 04:00:00
  s_1001528579982402 , 2017-07-08 04:00:00
  s_1001528579982402 , 2017-07-09 04:00:00
  s_1001528579982402 , 2017-07-13 04:00:00
  s_1001528579982402 , 2017-07-14 04:00:00
  s_1001528579982402 , 2017-07-15 04:00:00
  s_1001528579982402 , 2017-07-16 04:00:00
  s_1001571736644731 , 2017-06-13 04:00:00
  s_1001571736644731 , 2017-07-04 04:00:00
  s_1001603643276547 , 2017-06-12 04:00:00
  s_1001603643276547 , 2017-06-13 04:00:00
  s_1001603643276547 , 2017-06-19 04:00:00
   s_100165013926925 , 2017-06-09 04:00:00
   s_100168023925634 , 2017-06-07 04:00:00
  s_1001682469976736 , 2017-06-05 04:00:00
  s_1001682469976736 , 2017-06-06 04:00:00
  s_1001682469976736 , 2017-06-07 04:00:00
  s_1001682469976736 , 2017-06-08 04:00:00
  s_1001682469976736 , 2017-06-09 04:00:00
  s_1001682469976736 , 2017-06-10 04:00:00
  s_1001682469976736 , 2017-06-11 04:00:00
  s_1001682469976736 , 2017-06-12 04:00:00
  s_1001682469976736 , 2017-06-13 04:00:00
  s_1001682469976736 , 2017-06-14 04:00:00
  s_1001682469976736 , 2017-06-15 04:00:00
  s_1001682469976736 , 2017-06-16 04:00:00
  s_1001682469976736 , 2017-06-17 04:00:00
  s_1001682469976736 , 2017-06-19 04:00:00
  s_1001682469976736 , 2017-06-20 04:00:00
  s_1001682469976736 , 2017-06-21 04:00:00
  s_1001682469976736 , 2017-06-22 04:00:00
  s_1001682469976736 , 2017-06-23 04:00:00
  s_1001682469976736 , 2017-06-24 04:00:00
  s_1001682469976736 , 2017-06-25 04:00:00
  s_1001682469976736 , 2017-06-26 04:00:00
  s_1001682469976736 , 2017-06-27 04:00:00
  s_1001682469976736 , 2017-06-28 04:00:00
  s_1001682469976736 , 2017-06-29 04:00:00
  s_1001682469976736 , 2017-06-30 04:00:00
  s_1001682469976736 , 2017-07-01 04:00:00
  s_1001682469976736 , 2017-07-02 04:00:00
  s_1001682469976736 , 2017-07-03 04:00:00
  s_1001682469976736 , 2017-07-04 04:00:00
  s_1001682469976736 , 2017-07-05 04:00:00
  s_1001682469976736 , 2017-07-07 04:00:00
  s_1001682469976736 , 2017-07-10 04:00:00
  s_1001682469976736 , 2017-07-11 04:00:00
  s_1001682469976736 , 2017-07-12 04:00:00
  s_1001682469976736 , 2017-07-13 04:00:00
  s_1001682469976736 , 2017-07-14 04:00:00
  s_1001682469976736 , 2017-07-15 04:00:00
   s_100169993926265 , 2017-06-09 04:00:00
  s_1001712163299204 , 2017-06-14 04:00:00
  s_1001784739958811 , 2017-06-13 04:00:00
  s_1001784739958811 , 2017-06-14 04:00:00
  s_1001785013297655 , 2017-06-12 04:00:00
   s_100179147312385 , 2017-07-12 04:00:00
  s_1001833139946851 , 2017-06-06 04:00:00
  s_1001833139946851 , 2017-06-08 04:00:00
  s_1001833139946851 , 2017-06-12 04:00:00
  s_1001833139946851 , 2017-06-13 04:00:00
  s_1001833139946851 , 2017-06-14 04:00:00
  s_1001833139946851 , 2017-06-15 04:00:00
  s_1001833139946851 , 2017-06-16 04:00:00
  s_1001833139946851 , 2017-06-17 04:00:00
  s_1001833139946851 , 2017-06-19 04:00:00
  s_1001833139946851 , 2017-06-20 04:00:00
  s_1001833139946851 , 2017-06-21 04:00:00
  s_1001833139946851 , 2017-06-22 04:00:00
  s_1001833139946851 , 2017-06-23 04:00:00
  s_1001833139946851 , 2017-06-26 04:00:00
  s_1001833139946851 , 2017-06-28 04:00:00
  s_1001833139946851 , 2017-06-29 04:00:00
  s_1001833139946851 , 2017-06-30 04:00:00
  s_1001833139946851 , 2017-07-03 04:00:00
  s_1001833139946851 , 2017-07-05 04:00:00
  s_1001833139946851 , 2017-07-06 04:00:00
  s_1001833139946851 , 2017-07-07 04:00:00
  s_1001833139946851 , 2017-07-10 04:00:00
  s_1001833139946851 , 2017-07-11 04:00:00
  s_1001833139946851 , 2017-07-13 04:00:00
   s_100184440597317 , 2017-06-13 04:00:00
  s_1001845659918951 , 2017-06-06 04:00:00
  s_1001846549994765 , 2017-06-13 04:00:00
  s_1001903686617643 , 2017-06-11 04:00:00
  s_1001903686617643 , 2017-07-02 04:00:00
  s_1001908549950930 , 2017-07-15 04:00:00
  s_1001929363274430 , 2017-06-08 04:00:00
  s_1001973506572133 , 2017-06-11 04:00:00
  s_1001973506572133 , 2017-06-16 04:00:00
  s_1001973506572133 , 2017-06-18 04:00:00
  s_1001988926598125 , 2017-06-09 04:00:00
  s_1001988926598125 , 2017-06-10 04:00:00
  s_1001988926598125 , 2017-06-18 04:00:00
  s_1001988926598125 , 2017-06-25 04:00:00
  s_1001988926598125 , 2017-06-26 04:00:00
  s_1001988926598125 , 2017-07-07 04:00:00
   s_100200220578476 , 2017-06-06 04:00:00
   s_100200220578476 , 2017-06-07 04:00:00
   s_100200220578476 , 2017-06-08 04:00:00
   s_100200220578476 , 2017-06-09 04:00:00
   s_100200220578476 , 2017-06-10 04:00:00
   s_100200220578476 , 2017-06-11 04:00:00
   s_100200220578476 , 2017-06-12 04:00:00
   s_100200220578476 , 2017-06-13 04:00:00
   s_100200220578476 , 2017-06-14 04:00:00
   s_100200220578476 , 2017-06-15 04:00:00
   s_100200220578476 , 2017-06-16 04:00:00
   s_100200220578476 , 2017-06-19 04:00:00
   s_100200220578476 , 2017-06-20 04:00:00
   s_100200220578476 , 2017-06-21 04:00:00
   s_100200220578476 , 2017-06-22 04:00:00
   s_100200220578476 , 2017-06-23 04:00:00
   s_100200220578476 , 2017-06-26 04:00:00
   s_100200220578476 , 2017-06-27 04:00:00
   s_100200220578476 , 2017-06-29 04:00:00
   s_100200220578476 , 2017-06-30 04:00:00
   s_100200220578476 , 2017-07-01 04:00:00
   s_100200220578476 , 2017-07-05 04:00:00
   s_100200220578476 , 2017-07-06 04:00:00
   s_100200220578476 , 2017-07-07 04:00:00
   s_100200220578476 , 2017-07-08 04:00:00
   s_100200220578476 , 2017-07-09 04:00:00
   s_100200220578476 , 2017-07-10 04:00:00
   s_100200220578476 , 2017-07-11 04:00:00
   s_100200220578476 , 2017-07-12 04:00:00
   s_100200220578476 , 2017-07-13 04:00:00
   s_100200220578476 , 2017-07-14 04:00:00
   s_100200220578476 , 2017-07-15 04:00:00
   s_100200220578476 , 2017-07-16 04:00:00
   s_100200220578476 , 2017-07-17 04:00:00
  s_1002004309932411 , 2017-06-05 04:00:00
  s_1002005936601459 , 2017-07-01 04:00:00
  s_1002005936601459 , 2017-07-02 04:00:00
  s_1002005936601459 , 2017-07-03 04:00:00
  s_1002005936601459 , 2017-07-04 04:00:00
  s_1002005936601459 , 2017-07-05 04:00:00
  s_1002005936601459 , 2017-07-06 04:00:00
  s_1002005936601459 , 2017-07-07 04:00:00
  s_1002005936601459 , 2017-07-08 04:00:00
  s_1002005936601459 , 2017-07-09 04:00:00
  s_1002005936601459 , 2017-07-11 04:00:00
  s_1002005936601459 , 2017-07-12 04:00:00
  s_1002005936601459 , 2017-07-13 04:00:00
  s_1002005936601459 , 2017-07-14 04:00:00
  s_1002005936601459 , 2017-07-15 04:00:00
  s_1002005936601459 , 2017-07-16 04:00:00
  s_1002005936601459 , 2017-07-17 04:00:00
   s_100201333961909 , 2017-07-04 04:00:00
   s_100201333961909 , 2017-07-05 04:00:00
   s_100201333961909 , 2017-07-06 04:00:00
   s_100201333961909 , 2017-07-09 04:00:00
   s_100201333961909 , 2017-07-10 04:00:00
   s_100201333961909 , 2017-07-15 04:00:00
  s_1002067519924543 , 2017-06-09 04:00:00
  s_1002067519924543 , 2017-06-10 04:00:00
  s_1002067519924543 , 2017-06-11 04:00:00
  s_1002080599928184 , 2017-06-11 04:00:00
  s_1002080599928184 , 2017-06-13 04:00:00
  s_1002080599928184 , 2017-06-14 04:00:00
  s_1002080599928184 , 2017-06-15 04:00:00
  s_1002080599928184 , 2017-06-18 04:00:00
  s_1002080599928184 , 2017-06-19 04:00:00
  s_1002080599928184 , 2017-06-20 04:00:00
  s_1002080599928184 , 2017-06-22 04:00:00
  s_1002080599928184 , 2017-06-23 04:00:00
  s_1002080599928184 , 2017-06-25 04:00:00
  s_1002080599928184 , 2017-06-28 04:00:00
  s_1002080599928184 , 2017-06-29 04:00:00
  s_1002080599928184 , 2017-07-07 04:00:00
  s_1002080599928184 , 2017-07-09 04:00:00
  s_1002080599928184 , 2017-07-16 04:00:00
  s_1002080599928184 , 2017-07-17 04:00:00
  s_1002091693260808 , 2017-06-11 04:00:00
  s_1002100579924932 , 2017-06-17 04:00:00
  s_1002128949922268 , 2017-06-24 04:00:00
  s_1002179923245600 , 2017-06-06 04:00:00
  s_1002179923245600 , 2017-06-07 04:00:00
  s_1002179923245600 , 2017-06-08 04:00:00
  s_1002179923245600 , 2017-06-11 04:00:00
  s_1002179923245600 , 2017-06-15 04:00:00
  s_1002179923245600 , 2017-06-16 04:00:00
  s_1002179923245600 , 2017-06-17 04:00:00
  s_1002179923245600 , 2017-07-05 04:00:00
  s_1002179923245600 , 2017-07-06 04:00:00
  s_1002179923245600 , 2017-07-08 04:00:00
  s_1002179923245600 , 2017-07-13 04:00:00
  s_1002179923245600 , 2017-07-14 04:00:00
  s_1002179923245600 , 2017-07-15 04:00:00
  s_1002213833247219 , 2017-06-08 04:00:00
  s_1002262319909566 , 2017-06-16 04:00:00
  s_1002262319909566 , 2017-07-15 04:00:00
  s_1002276356575626 , 2017-06-09 04:00:00
  s_1002294823248876 , 2017-06-06 04:00:00
  s_1002294823248876 , 2017-06-21 04:00:00
  s_1002294823248876 , 2017-06-26 04:00:00
  s_1002294823248876 , 2017-06-27 04:00:00
  s_1002294823248876 , 2017-07-02 04:00:00
  s_1002294823248876 , 2017-07-06 04:00:00
  s_1002294823248876 , 2017-07-10 04:00:00
  s_1002297849905787 , 2017-06-05 04:00:00
  s_1002297849905787 , 2017-06-06 04:00:00
  s_1002297849905787 , 2017-06-07 04:00:00
  s_1002297849905787 , 2017-06-08 04:00:00
  s_1002297849905787 , 2017-06-09 04:00:00
  s_1002297849905787 , 2017-06-10 04:00:00
  s_1002297849905787 , 2017-06-11 04:00:00
  s_1002297849905787 , 2017-06-12 04:00:00
  s_1002297849905787 , 2017-06-13 04:00:00
  s_1002297849905787 , 2017-06-14 04:00:00
  s_1002297849905787 , 2017-06-15 04:00:00
  s_1002297849905787 , 2017-06-16 04:00:00
  s_1002297849905787 , 2017-06-17 04:00:00
  s_1002297849905787 , 2017-06-18 04:00:00
  s_1002297849905787 , 2017-06-19 04:00:00
  s_1002297849905787 , 2017-06-20 04:00:00
  s_1002297849905787 , 2017-06-21 04:00:00
  s_1002297849905787 , 2017-06-22 04:00:00
  s_1002297849905787 , 2017-06-23 04:00:00
  s_1002297849905787 , 2017-06-25 04:00:00
  s_1002297849905787 , 2017-06-26 04:00:00
  s_1002297849905787 , 2017-06-27 04:00:00
  s_1002297849905787 , 2017-06-29 04:00:00
  s_1002297849905787 , 2017-06-30 04:00:00
  s_1002297849905787 , 2017-07-01 04:00:00
  s_1002297849905787 , 2017-07-02 04:00:00
  s_1002297849905787 , 2017-07-03 04:00:00
  s_1002297849905787 , 2017-07-04 04:00:00
  s_1002297849905787 , 2017-07-05 04:00:00
  s_1002297849905787 , 2017-07-06 04:00:00
  s_1002297849905787 , 2017-07-07 04:00:00
  s_1002297849905787 , 2017-07-08 04:00:00
  s_1002297849905787 , 2017-07-09 04:00:00
  s_1002297849905787 , 2017-07-10 04:00:00
  s_1002297849905787 , 2017-07-11 04:00:00
  s_1002297849905787 , 2017-07-12 04:00:00
  s_1002297849905787 , 2017-07-13 04:00:00
  s_1002297849905787 , 2017-07-14 04:00:00
  s_1002297849905787 , 2017-07-15 04:00:00
  s_1002297849905787 , 2017-07-16 04:00:00
  s_1002330283236051 , 2017-07-11 04:00:00
  s_1002353369896253 , 2017-06-05 04:00:00
  s_1002353369896253 , 2017-06-06 04:00:00
  s_1002353369896253 , 2017-06-07 04:00:00
  s_1002353369896253 , 2017-06-08 04:00:00
  s_1002353369896253 , 2017-06-09 04:00:00
  s_1002353369896253 , 2017-06-10 04:00:00
  s_1002353369896253 , 2017-06-11 04:00:00
  s_1002353369896253 , 2017-06-12 04:00:00
  s_1002353369896253 , 2017-06-13 04:00:00
  s_1002353369896253 , 2017-06-19 04:00:00
  s_1002353369896253 , 2017-06-20 04:00:00
  s_1002353369896253 , 2017-06-21 04:00:00
   s_100240350587182 , 2017-06-11 04:00:00
   s_100240350587182 , 2017-06-12 04:00:00
   s_100240350587182 , 2017-06-13 04:00:00
   s_100240350587182 , 2017-06-17 04:00:00
   s_100240350587182 , 2017-06-18 04:00:00
